total_load_kwh,total_pv_kwh,total_p2p_kwh,total_grid_kwh,self_consumption_ratio,curtailed_kwh,utility_export_kwh,utility_export_revenue_zar,mcp_mean,mcp_weighted,feeder_cap_kw,peak_util,exec_rate,finalize_rate,gini_p2p_benefits,gini_utility_costs,gini_net_outcomes
522.2950640501838,550.3921232478943,47.92,189.23687999857594,0.09174890459120957,0.0,12.74,10.829,1.4513679375,1.4488043107262103,10.0,1.0,1.0,0.6666666666666666,0.5011276648905583,0.7408932455465471,0.5700462060602434
