interval,consumer_id,prosumer_id,p2p_trade_volume_kwh,market_price_zar_per_kwh
39,C10,P4,0.006887082684395723,0.5
39,C10,P6,0.0072309109150725534,0.5
39,C10,P7,0.006102818980016418,0.5
39,C10,P8,0.006811849721635684,0.5
39,C10,P9,0.0012037491702153386,0.5
39,C10,P11,0.007314192812493801,0.5
39,C10,P14,0.007739616535710702,0.5
39,C11,P0,0.008064209300793244,0.5
39,C11,P4,0.008598435662300456,0.5
39,C11,P6,0.009027700861490774,0.5
39,C11,P7,0.0076192923423484965,0.5
39,C11,P8,0.00850450825941881,0.5
39,C11,P9,0.0015028656207504638,0.5
39,C11,P11,0.009131677257539189,0.5
39,C11,P14,0.009662813397603954,0.5
39,C12,P0,0.005871861511422862,0.5
39,C12,P4,0.006260852309344378,0.5
39,C12,P6,0.00657341684075739,0.5
39,C12,P7,0.00554790033102368,0.5
39,C12,P8,0.006192460148218998,0.5
39,C12,P9,0.00109429436491154,0.5
39,C12,P11,0.006649126061002095,0.5
39,C12,P14,0.007035866749623014,0.5
39,C13,P0,0.008677955266187703,0.5
39,C13,P4,0.00925284020459348,0.5
39,C13,P6,0.009714775660006114,0.5
39,C13,P7,0.008199176836891229,0.5
39,C13,P8,0.00915176423172706,0.5
39,C13,P9,0.0016172448086982402,0.5
39,C13,P11,0.009826665428735058,0.5
39,C13,P14,0.010398224956993366,0.5
39,C14,P0,0.013397680718520145,0.5
39,C14,P4,0.014285231370533393,0.5
39,C14,P6,0.014998402106535759,0.5
39,C14,P7,0.012658506531298654,0.5
39,C14,P8,0.01412918267343369,0.5
39,C14,P9,0.0024968243008864745,0.5
39,C14,P11,0.015171145955877818,0.5
39,C14,P14,0.0160535625893294,0.5
40,C0,P0,0.008894929097375038,0.5
40,C0,P4,0.008409033539044264,0.5
40,C0,P5,0.0013810326196391923,0.5
40,C0,P6,0.008292180376487704,0.5
40,C0,P7,0.008403161786903661,0.5
40,C0,P8,0.0078633396735456,0.5
40,C0,P9,0.008861194019815605,0.5
40,C0,P11,0.008693437768042067,0.5
40,C0,P13,0.0003567740029876225,0.5
40,C0,P14,0.008422978945015317,0.5
40,C1,P0,0.010938162490114662,0.5
40,C1,P4,0.010340652997676388,0.5
40,C1,P5,0.0016982663978985606,0.5
40,C1,P6,0.010196957768008436,0.5
40,C1,P7,0.010333432459062477,0.5
40,C1,P8,0.009669609068563493,0.5
40,C1,P9,0.010896678206662578,0.5
40,C1,P11,0.010690387058015529,0.5
40,C1,P13,0.00043872772612419265,0.5
40,C1,P14,0.01035780177028965,0.5
40,C2,P0,0.017923466365056803,0.5
40,C2,P4,0.01694437675103816,0.5
40,C2,P5,0.0027828093328427,0.5
40,C2,P6,0.016708915208196732,0.5
40,C2,P7,0.016932545048857744,0.5
40,C2,P8,0.015844792309519733,0.5
40,C2,P9,0.01785548948504575,0.5
40,C2,P11,0.017517457163115455,0.5
40,C2,P13,0.0007189070056064224,0.5
40,C2,P14,0.01697247703291033,0.5
40,C3,P0,0.009260000169613489,0.5
40,C3,P4,0.008754162191221371,0.5
40,C3,P5,0.0014377137976147136,0.5
40,C3,P6,0.008632513070329228,0.5
40,C3,P7,0.00874804944706988,0.5
40,C3,P8,0.008186071627288053,0.5
40,C3,P9,0.00922488051655021,0.5
40,C3,P11,0.009050239110995319,0.5
40,C3,P13,0.00037141693789937265,0.5
40,C3,P14,0.008768679952998178,0.5
40,C4,P0,0.01581143150029758,0.5
40,C4,P4,0.014947714178580748,0.5
40,C4,P5,0.0024548933921851738,0.5
40,C4,P6,0.014739998551493686,0.5
40,C4,P7,0.014937276680345347,0.5
40,C4,P8,0.013977700693368036,0.5
40,C4,P9,0.015751464763952755,0.5
40,C4,P11,0.015453264918329844,0.5
40,C4,P13,0.0006341936678270422,0.5
40,C4,P14,0.014972503227356888,0.5
40,C5,P0,0.012923508674841775,0.5
40,C5,P4,0.01221754740247953,0.5
40,C5,P5,0.002006512569663268,0.5
40,C5,P6,0.012047770573069154,0.5
40,C5,P7,0.012209016290101354,0.5
40,C5,P8,0.011424704724659746,0.5
40,C5,P9,0.012874494729625005,0.5
40,C5,P11,0.01263076042310939,0.5
40,C5,P13,0.00051835960378023,0.5
40,C5,P14,0.012237808786585926,0.5
40,C6,P0,0.018366612616755772,0.5
40,C6,P4,0.017363315637727892,0.5
40,C6,P5,0.002851612515214072,0.5
40,C6,P6,0.01712203245871385,0.5
40,C6,P7,0.01735119140427224,0.5
40,C6,P8,0.016236544673593763,0.5
40,C6,P9,0.01829695505182778,0.5
40,C6,P11,0.01795056509676082,0.5
40,C6,P13,0.0007366815218950637,0.5
40,C6,P14,0.017392110681111576,0.5
40,C7,P0,0.020645683697888034,0.5
40,C7,P4,0.01951788988439195,0.5
40,C7,P5,0.0032054626101461216,0.5
40,C7,P6,0.019246666425853914,0.5
40,C7,P7,0.019504261182451757,0.5
40,C7,P8,0.01825130048051598,0.5
40,C7,P9,0.020567382484557247,0.5
40,C7,P11,0.02017800978978424,0.5
40,C7,P13,0.0008280946522086983,0.5
40,C7,P14,0.01955025803905233,0.5
40,C8,P0,0.017942873134646892,0.5
40,C8,P4,0.01696272340389858,0.5
40,C8,P5,0.0027858224408228013,0.5
40,C8,P6,0.01672700691327996,0.5
40,C8,P7,0.0169508788908526,0.5
40,C8,P8,0.015861948378959132,0.5
40,C8,P9,0.017874822652151758,0.5
40,C8,P11,0.01753642432315274,0.5
40,C8,P13,0.0007196854076370534,0.5
40,C8,P14,0.016990854111564768,0.5
40,C9,P0,0.00807843888121719,0.5
40,C9,P4,0.007637145024047666,0.5
40,C9,P5,0.0012542638045327282,0.5
40,C9,P6,0.007531018137429908,0.5
40,C9,P7,0.0076318122563241424,0.5
40,C9,P8,0.0071415419122041945,0.5
40,C9,P9,0.008047800440007195,0.5
40,C9,P11,0.007895442999935576,0.5
40,C9,P13,0.00032402472757126974,0.5
40,C9,P14,0.0076498103425204295,0.5
40,C10,P0,0.007159659790188441,0.5
40,C10,P4,0.006768555279615261,0.5
40,C10,P5,0.0011116135505439021,0.5
40,C10,P6,0.006674498443393883,0.5
40,C10,P7,0.006763829019603651,0.5
40,C10,P8,0.00632931822850529,0.5
40,C10,P9,0.00713250592806351,0.5
40,C10,P11,0.00699747644359801,0.5
40,C10,P13,0.0002871726638190819,0.5
40,C10,P14,0.006779780142826173,0.5
40,C11,P0,0.009850501848747056,0.5
40,C11,P4,0.009312407048525687,0.5
40,C11,P5,0.0015293954818538643,0.5
40,C11,P6,0.009183000475275425,0.5
40,C11,P7,0.009305904500311619,0.5
40,C11,P8,0.008708089872739449,0.5
40,C11,P9,0.009813142647765356,0.5
40,C11,P11,0.009627364520683739,0.5
40,C11,P13,0.00039510185382496084,0.5
40,C11,P14,0.009327850594595089,0.5
40,C12,P0,0.010232051759106492,0.5
40,C12,P4,0.009673114363660853,0.5
40,C12,P5,0.0015886351752182884,0.5
40,C12,P6,0.009538695348691204,0.5
40,C12,P7,0.009666359945366836,0.5
40,C12,P8,0.009045389531311489,0.5
40,C12,P9,0.010193245484665535,0.5
40,C12,P11,0.010000271416826467,0.5
40,C12,P13,0.00041040575196380895,0.5
40,C12,P14,0.009689156100940094,0.5
40,C13,P0,0.0030339800749056857,0.5
40,C13,P4,0.00286824548317119,0.5
40,C13,P5,0.00047105776841061285,0.5
40,C13,P6,0.0028283879235430926,0.5
40,C13,P7,0.0028662426814844814,0.5
40,C13,P8,0.0026821142282958924,0.5
40,C13,P9,0.0030224733442707086,0.5
40,C13,P11,0.002965253200102052,0.5
40,C13,P13,0.00012169239399875892,0.5
40,C13,P14,0.002873002135347892,0.5
40,C14,P0,0.007365740768239832,0.5
40,C14,P4,0.0069633788512505415,0.5
40,C14,P5,0.001143609820537792,0.5
40,C14,P6,0.006866614718122755,0.5
40,C14,P7,0.006958516552332858,0.5
40,C14,P8,0.006511498964622995,0.5
40,C14,P9,0.007337805319471322,0.5
40,C14,P11,0.007198889196668262,0.5
40,C14,P13,0.00029543853470732727,0.5
40,C14,P14,0.00697492680673913,0.5
41,C0,P0,0.007956113683279229,0.5
41,C0,P2,0.006530145742738298,0.5
41,C0,P4,0.007412275299937944,0.5
41,C0,P5,0.007058185045567651,0.5
41,C0,P6,0.007797679643667642,0.5
41,C0,P7,0.007430830540912974,0.5
41,C0,P8,0.007349307409529507,0.5
41,C0,P9,0.007586564805114574,0.5
41,C0,P10,0.0032638746705509463,0.5
41,C0,P11,0.007823553011196954,0.5
41,C0,P12,0.00458552163107096,0.5
41,C0,P13,0.006626754763505832,0.5
41,C0,P14,0.008121338723364027,0.5
41,C1,P0,0.011812268558917772,0.5
41,C1,P2,0.009695165040716925,0.5
41,C1,P4,0.011004843565710888,0.5
41,C1,P5,0.010479133483474673,0.5
41,C1,P6,0.011577044993837325,0.5
41,C1,P7,0.011032392127521051,0.5
41,C1,P8,0.010911356511389865,0.5
41,C1,P9,0.01126360739489975,0.5
41,C1,P10,0.004845803577721949,0.5
41,C1,P11,0.011615458618622766,0.5
41,C1,P12,0.006808024010865036,0.5
41,C1,P13,0.009838598347975779,0.5
41,C1,P14,0.012057574574371182,0.5
41,C2,P0,0.005552897841191456,0.5
41,C2,P2,0.00455765636855147,0.5
41,C2,P4,0.005173330742853039,0.5
41,C2,P5,0.004926196641034961,0.5
41,C2,P6,0.005442320231122942,0.5
41,C2,P7,0.005186281206063435,0.5
41,C2,P8,0.005129382871237248,0.5
41,C2,P9,0.005294974532216131,0.5
41,C2,P10,0.0022779919108133918,0.5
41,C2,P11,0.00546037831480767,0.5
41,C2,P12,0.003200423495635087,0.5
41,C2,P13,0.004625083763912486,0.5
41,C2,P14,0.005668215168836715,0.5
41,C3,P0,0.004519296118241351,0.5
41,C3,P2,0.0037093062620170867,0.5
41,C3,P4,0.004210380636056848,0.5
41,C3,P5,0.004009247422557667,0.5
41,C3,P6,0.004429301132156785,0.5
41,C3,P7,0.0042209205342847635,0.5
41,C3,P8,0.004174613105070613,0.5
41,C3,P9,0.004309381972079777,0.5
41,C3,P10,0.0018539725192774719,0.5
41,C3,P11,0.004443997931887888,0.5
41,C3,P12,0.0026047051277011558,0.5
41,C3,P13,0.003764182900275712,0.5
41,C3,P14,0.004613148583404183,0.5
41,C4,P0,0.008325232558011753,0.5
41,C4,P2,0.006833107734528926,0.5
41,C4,P4,0.007756163135989211,0.5
41,C4,P5,0.0073856450876670044,0.5
41,C4,P6,0.008159448071090236,0.5
41,C4,P7,0.0077755792356625645,0.5
41,C4,P8,0.0076902738900324384,0.5
41,C4,P9,0.007938538692797266,0.5
41,C4,P10,0.003415300076675258,0.5
41,C4,P11,0.008186521817182265,0.5
41,C4,P12,0.004798264014086399,0.5
41,C4,P13,0.006934198869863232,0.5
41,C4,P14,0.008498123109588914,0.5
41,C5,P0,0.009739581711027701,0.5
41,C5,P2,0.007993964211444663,0.5
41,C5,P4,0.009073834766853505,0.5
41,C5,P5,0.008640370502414209,0.5
41,C5,P6,0.009545632587619845,0.5
41,C5,P7,0.009096549410313655,0.5
41,C5,P8,0.008996751791645032,0.5
41,C5,P9,0.009287193567973943,0.5
41,C5,P10,0.003995515312355661,0.5
41,C5,P11,0.009577305812415612,0.5
41,C5,P12,0.005613426905570928,0.5
41,C5,P13,0.008112229420973437,0.5
41,C5,P14,0.009941844127412686,0.5
41,C6,P0,0.01372177667759652,0.5
41,C6,P2,0.011262433534896461,0.5
41,C6,P4,0.012783827681141445,0.5
41,C6,P5,0.012173134120490876,0.5
41,C6,P6,0.01344852812984781,0.5
41,C6,P7,0.012815829596020244,0.5
41,C6,P8,0.01267522800994019,0.5
41,C6,P9,0.013084421886112231,0.5
41,C6,P10,0.005629150250465592,0.5
41,C6,P11,0.013493151495635146,0.5
41,C6,P12,0.00790857273747625,0.5
41,C6,P13,0.011429053502984572,0.5
41,C6,P14,0.014006737550686517,0.5
41,C7,P0,0.012192625639645304,0.5
41,C7,P2,0.010007351023762044,0.5
41,C7,P4,0.011359201422682982,0.5
41,C7,P5,0.01081656338531342,0.5
41,C7,P6,0.01194982783528253,0.5
41,C7,P7,0.011387637052925096,0.5
41,C7,P8,0.011262704069121809,0.5
41,C7,P9,0.011626297491710215,0.5
41,C7,P10,0.005001839286985422,0.5
41,C7,P11,0.011989478385397824,0.5
41,C7,P12,0.007027243555813546,0.5
41,C7,P13,0.010155402908202408,0.5
41,C7,P14,0.01244583055101844,0.5
41,C8,P0,0.012022415014334126,0.5
41,C8,P2,0.009867647113726096,0.5
41,C8,P4,0.011200625506852047,0.5
41,C8,P5,0.010665562766419183,0.5
41,C8,P6,0.011783006698611962,0.5
41,C8,P7,0.011228664172031206,0.5
41,C8,P8,0.011105475268783136,0.5
41,C8,P9,0.011463992880332405,0.5
41,C8,P10,0.004932012965903643,0.5
41,C8,P11,0.011822103721937496,0.5
41,C8,P12,0.0069291423301054665,0.5
41,C8,P13,0.010013632174778794,0.5
41,C8,P14,0.012272085152511526,0.5
41,C9,P0,0.008191941782403494,0.5
41,C9,P2,0.006723706558837605,0.5
41,C9,P4,0.00763198342173663,0.5
41,C9,P5,0.007267397536593481,0.5
41,C9,P6,0.008028811580835762,0.5
41,C9,P7,0.007651088660786365,0.5
41,C9,P8,0.007567149092700991,0.5
41,C9,P9,0.007811439062584435,0.5
41,C9,P10,0.00336061956258957,0.5
41,C9,P11,0.00805545186388756,0.5
41,C9,P12,0.004721441615726452,0.5
41,C9,P13,0.006823179178924206,0.5
41,C9,P14,0.008362064277286207,0.5
41,C10,P0,0.0035273148872545343,0.5
41,C10,P2,0.002895117039706359,0.5
41,C10,P4,0.003286206061741938,0.5
41,C10,P5,0.003129221398702622,0.5
41,C10,P6,0.003457073715645296,0.5
41,C10,P7,0.0032944324622602426,0.5
41,C10,P8,0.0032582894700366838,0.5
41,C10,P9,0.00336347669798156,0.5
41,C10,P10,0.0014470273017544674,0.5
41,C10,P11,0.0034685445817116455,0.5
41,C10,P12,0.002032974811445593,0.5
41,C10,P13,0.002937948307679889,0.5
41,C10,P14,0.003600566824926461,0.5
41,C11,P0,0.008212273463393843,0.5
41,C11,P2,0.006740394208781681,0.5
41,C11,P4,0.00765092533518964,0.5
41,C11,P5,0.0072854345798573205,0.5
41,C11,P6,0.008048738386973939,0.5
41,C11,P7,0.00767007799176698,0.5
41,C11,P8,0.00758593009303594,0.5
41,C11,P9,0.007830826369198012,0.5
41,C11,P10,0.003368960325584647,0.5
41,C11,P11,0.008075444788871657,0.5
41,C11,P12,0.004733159819699985,0.5
41,C11,P13,0.006840113711186614,0.5
41,C11,P14,0.008382818187387444,0.5
41,C12,P0,0.007368274064455468,0.5
41,C12,P2,0.0060476641522172435,0.5
41,C12,P4,0.0068646173276681955,0.5
41,C12,P5,0.0065366891278441685,0.5
41,C12,P6,0.007221545966860486,0.5
41,C12,P7,0.006881801609627787,0.5
41,C12,P8,0.006806301836932431,0.5
41,C12,P9,0.007026029405451683,0.5
41,C12,P10,0.0030227224046830703,0.5
41,C12,P11,0.007245507673607714,0.5
41,C12,P12,0.004246719120822533,0.5
41,C12,P13,0.006137135189265128,0.5
41,C12,P14,0.007521291407610581,0.5
41,C13,P0,0.004067138323180201,0.5
41,C13,P2,0.0033381883496788204,0.5
41,C13,P4,0.003789129986628623,0.5
41,C13,P5,0.0036081202498722638,0.5
41,C13,P6,0.0039861473796301145,0.5
41,C13,P7,0.0037986153628650123,0.5
41,C13,P8,0.003756941014675119,0.5
41,C13,P9,0.0038782261903847035,0.5
41,C13,P10,0.001668481658646131,0.5
41,C13,P11,0.00399937375733376,0.5
41,C13,P12,0.0023441031010775644,0.5
41,C13,P13,0.0033875745533418376,0.5
41,C13,P14,0.004151600803133214,0.5
41,C14,P0,0.004649535626533354,0.5
41,C14,P2,0.0038162030466113977,0.5
41,C14,P4,0.004331717651692726,0.5
41,C14,P5,0.004124788072976053,0.5
41,C14,P6,0.004556947116495114,0.5
41,C14,P7,0.004342561294381446,0.5
41,C14,P8,0.004294919352744715,0.5
41,C14,P9,0.004433572061510008,0.5
41,C14,P10,0.001907401297339385,0.5
41,C14,P11,0.0045720674565122195,0.5
41,C14,P12,0.0026797689221952125,0.5
41,C14,P13,0.0038726611493716903,0.5
41,C14,P14,0.004746092782558433,0.5
42,C0,P0,0.00913659710587399,0.5
42,C0,P1,0.009079051181281307,0.5
42,C0,P2,0.009127978413826917,0.5
42,C0,P4,0.009221722352515215,0.5
42,C0,P5,0.007601441170093398,0.5
42,C0,P6,0.008723943418513156,0.5
42,C0,P7,0.008919324389989998,0.5
42,C0,P8,0.008793304968784962,0.5
42,C0,P9,0.009331678467833835,0.5
42,C0,P10,0.007926936158088831,0.5
42,C0,P11,0.009445970539735372,0.5
42,C0,P12,0.008352382432101863,0.5
42,C0,P13,0.008586840135223928,0.5
42,C0,P14,0.00968513790148533,0.5
42,C1,P0,0.006325578541681583,0.5
42,C1,P1,0.006285737530685193,0.5
42,C1,P2,0.006319611526518435,0.5
42,C1,P4,0.0063845136602240105,0.5
42,C1,P5,0.00526273760287454,0.5
42,C1,P6,0.006039884285968227,0.5
42,C1,P7,0.006175153212276934,0.5
42,C1,P8,0.006087905658579155,0.5
42,C1,P9,0.006460640038078514,0.5
42,C1,P10,0.005488088911204105,0.5
42,C1,P11,0.0065397683469146225,0.5
42,C1,P12,0.005782639912014354,0.5
42,C1,P13,0.0059449629956104776,0.5
42,C1,P14,0.006705352088194349,0.5
42,C2,P0,0.00994106253923952,0.5
42,C2,P1,0.009878449771200701,0.5
42,C2,P2,0.009931684982622592,0.5
42,C2,P4,0.010033682952586252,0.5
42,C2,P5,0.008270738129808337,0.5
42,C2,P6,0.009492075234057321,0.5
42,C2,P7,0.009704659244703904,0.5
42,C2,P8,0.009567543978172931,0.5
42,C2,P9,0.010153320560142733,0.5
42,C2,P10,0.008624892526065048,0.5
42,C2,P11,0.010277675899592033,0.5
42,C2,P12,0.009087798788433875,0.5
42,C2,P13,0.009342900185872582,0.5
42,C2,P14,0.010537901634945153,0.5
42,C3,P0,0.007449556824549341,0.5
42,C3,P1,0.007402636551026628,0.5
42,C3,P2,0.00744252954344961,0.5
42,C3,P4,0.0075189639960278635,0.5
42,C3,P5,0.006197861992696757,0.5
42,C3,P6,0.007113098178378108,0.5
42,C3,P7,0.007272402745777347,0.5
42,C3,P8,0.007169652364165337,0.5
42,C3,P9,0.007608617104267269,0.5
42,C3,P10,0.006463255484505548,0.5
42,C3,P11,0.007701805550070422,0.5
42,C3,P12,0.006810144611532418,0.5
42,C3,P13,0.0070013105305416126,0.5
42,C3,P14,0.007896811505929895,0.5
42,C4,P0,0.005795806982225649,0.5
42,C4,P1,0.005759302683339744,0.5
42,C4,P2,0.005790339708692052,0.5
42,C4,P4,0.0058498062440000016,0.5
42,C4,P5,0.004821979704049832,0.5
42,C4,P6,0.005534039817193334,0.5
42,C4,P7,0.005657979877760466,0.5
42,C4,P8,0.005578039366774531,0.5
42,C4,P9,0.0059195569852789785,0.5
42,C4,P10,0.005028457685101502,0.5
42,C4,P11,0.005992058243752344,0.5
42,C4,P12,0.005298339836728974,0.5
42,C4,P13,0.005447068250277802,0.5
42,C4,P14,0.006143774232658072,0.5
42,C5,P0,0.005307528726219292,0.5
42,C5,P1,0.005274099798105984,0.5
42,C5,P2,0.005302522053046315,0.5
42,C5,P4,0.005356978722387377,0.5
42,C5,P5,0.00441574329079244,0.5
42,C5,P6,0.0050678146100917604,0.5
42,C5,P7,0.005181313115788513,0.5
42,C5,P8,0.005108107337930885,0.5
42,C5,P9,0.005420853186141706,0.5
42,C5,P10,0.004604826160378043,0.5
42,C5,P11,0.005487246444787919,0.5
42,C5,P12,0.004851971601357967,0.5
42,C5,P13,0.004988170120345274,0.5
42,C5,P14,0.0056261808454353855,0.5
42,C6,P0,0.010660195727476026,0.5
42,C6,P1,0.010593053572429898,0.5
42,C6,P2,0.01065013980150359,0.5
42,C6,P4,0.0107595162710033,0.5
42,C6,P5,0.008869040600684181,0.5
42,C6,P6,0.010178728828590547,0.5
42,C6,P7,0.010406691096515057,0.5
42,C6,P8,0.010259656956786463,0.5
42,C6,P9,0.010887808423666552,0.5
42,C6,P10,0.00924881440926254,0.5
42,C6,P11,0.011021159587393126,0.5
42,C6,P12,0.009745207158110851,0.5
42,C6,P13,0.010018762506577385,0.5
42,C6,P14,0.011300209966690193,0.5
42,C7,P0,0.009323880131195755,0.5
42,C7,P1,0.009265154623578038,0.5
