interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
0,0,66,3000000,0,1250,0,0,0,1,1,R5NCJUIN6GGKGCQ4YHD2S7CK54RPCMTXIMW5I7DJ7XYN6KJDS2LA,KRX5SURZS2IYKJ6W2ADKUMI2QJQPXQPDEEJWVH246P6A2GUOD7WQ,
1,0,74,3000000,0,1250,0,0,0,1,1,2U4MXXVT53MZYD7XS7SO2NRSRO2JQNAJC6NDBRXHX7ZKZQQY2D4Q,XGG7VEFFDXUK5XLAPQYEKOG76HQ4QWNADGXI4M2JT3UJRA6EPYRQ,
2,0,56,3000000,0,1250,0,0,0,1,1,F6634LSFRDTDWKGKY7F4OFSKHP4ZE7XZIDLGWJWIXXJ77U43R73A,2PFDOPB4TESRJ52FSJR6JD5RMP5KAIFLNISU7E3TFD55JOG5NUFQ,
3,0,43,3000000,0,1250,0,0,0,1,1,4QBUH4DMCLAANSYMYZSX3NPYFF2I3LLYLCFRWNKJYNEYXSAVVIHA,ZMPH4EYYSH7RFON4LMPHPT4NUJSB4LRCUECFYIBNHV64CQ25EKSQ,
4,0,66,3000000,0,1250,0,0,0,1,1,OS6S6EU5UTU5JMB7TWZPEURTJB4TK2BBZAPFWZBOZEPASYDDDPHQ,HI3HDBMHJU7ZAMJ322V3D2ANVFXVN3RYCHW3GXGGCR7KH6IMQWIQ,
5,0,76,3000000,0,1250,0,0,0,1,1,ECR5AXRWXDC3AXXKT537C3HK6454BYITR2NIJUFJXOCSJ52XPUNQ,SO6SPJM7U3MSVCF6IYPOQ5NMFEXB2NPWY6CYAL5TVAA3R2PUYWLA,
6,0,58,3000000,0,1250,0,0,0,1,1,Q2UESRZE7CI23JCRPVYJZTVOPTUALVUPTAIOM3NTIYOQVJAYJVMQ,DCDDCGUYJOCLRJX23I5E4UCRTKWZPPE3ORY63GUPYJPABRYTKCIA,
7,0,80,3000000,0,1250,0,0,0,1,1,NDOOLR24ASAYTORSQKSEMND45YUK34GLXCWUBIA7FTXJSLIPLDWQ,EI3VDSNY45VA4BJ2RP4RT2WW2YBZGB5OXMSMF5EQ5CKKHGY2UFCQ,
8,0,57,3000000,0,1250,0,0,0,1,1,ULIAR5ORZ6OWPFYQIOGXU2FKODXROERZC6A2VQ2NMHGFEM5QYNHQ,UN44RK7OOP42KAJP5UOVHYPVSDB73BBWM5NITOSOCXTJP3N4AHXQ,
9,0,63,3000000,0,1250,0,0,0,1,1,GM34DFMQN7GVIMJDM7MMVS4OKRQLCOVSMUSTEMLICCDGTONNI3NA,KXT734VPUOMXL3CM3RP6ZMCGQVDKPSTM6ROU5TAVGWQW6K55JE7Q,
10,0,73,3000000,0,1250,0,0,0,1,1,PX7R6ALRCGFSI5MRQ2CAS76AM2AJJ6QV7CUTTV55BCU5DMRBVPLQ,XSFUTSERGSYMBV4AAYJJ73AGF34NI67OULKSBJJ3GN6PU6XBJVOQ,
11,0,69,3000000,0,1250,0,0,0,1,1,BKGM5CQZRMVCUDXWWOBIJLYHEOV2YD6HR44FYMS4MNQNWUN2RCWQ,LADS7P2Q75ML2VIC4NPERP363AUA4BRKCYCNHBOLBOCOSNQKWYQA,
12,0,82,3000000,0,1250,0,0,0,1,1,77PT44UORZ72SLHITZ5AHWV4T6SBFJOKRFNS2BYAFNTI5OLLJXTQ,3JXY4AV6KKDZLZBKUZHHNQOZ5R6BLZCF4VGJUPY3C6DVVAHUY2FA,
13,0,80,3000000,0,1250,0,0,0,1,1,6VE5NTIICLTDXEU3CFMZS45I3P3ZJOMJA7KGBZR7XLGP3WGKHHLQ,J3EOPSOSGHO7KDWZKBQU4VTP3QKM22Q43DYWE7C2S7INVPTUVWAA,
14,0,71,3000000,0,1250,0,0,0,1,1,RPEWIX6TA3AUFEG7NRNVO5WE4RNMIWQQL22ZVOYNHGOQRJN7D6QA,GTFTCCBID2NV63X6ALYVCOAGCSGQ5B5SQKIW6SB6TNB2PFGYVJPA,
15,0,90,3000000,0,1250,0,0,0,1,1,QGBR3M7ICPMVBT555PR47SBUU57VU4DBBG3OOL3DU3EQCUCXDJCA,DHIYJXMFB2PZ337OWUW6XG2HMNBBLV32LND5NXHGS6LENU4Y7D7Q,
16,0,80,3000000,0,1250,0,0,0,1,1,IGJPKTBNVEX3ZHTS7VCYP3XL73H4COGASFPU66SX3DYT3FZMGGVA,XHZWFVX2NMRB3GHEU5NDQND2UTTD4BVPGHWFJC7YKRE7UXW2JYEA,
17,0,101,3000000,0,1250,0,0,0,1,1,4SEG4MYTQORIXWX5HPPVEAN5GASE63DJSRJNUFWODDQNL6UJXSTA,KF2H6SAYUKFH7Y33VE72LMAWSYMTOUNGVM6OJPK357MTGJ62P4KA,
18,0,93,3000000,0,1250,0,0,0,1,1,47IX2EB2IELITZSGINOJZ2QJQL44PQOAMZTBBJ7F4RITJYGZTVFQ,FCPRQZYDGKQOFTD3MJEW2PXLSYOSBJSPB5CQY55EBW37WDX544OQ,
19,0,117,3000000,0,1250,0,0,0,1,1,5GRRQBMDBH734DQ3OPPHAKIHQVDI45B6XCUVTTGCZZ4HNDVJXHLA,Y3R3IZRVQCIDUVMVF6NYY46GXRFXIYYRVOGTMAU34H2WTMZBRMXQ,
20,0,145,3000000,0,1250,0,0,0,1,1,7HLQFKYFYBQOHE6FW765QTCSYV6VAEYHYUTPQBVO6W7FP62PL6OQ,YJSLHTTMHFCRTTXNWK2ZMZKBNX4ZW7GHGGDDSKHEMQ53S3U7QBUQ,
21,0,186,3000000,0,1250,0,0,0,1,1,JMIEQJKZLEYSQR5MFQA3VFA23SILYD37OBL27J4YEP4HGEGSPMQQ,VHQ2FEMV2IBBKZJP67VCQMNAMGC2F56SZ36F6Z7YBWE5JELLOGCA,
22,0,233,3000000,0,1250,0,0,0,1,1,EFCQIIQJGEFC5KCSN3JZ27TYELHKE6OI6GCLBJ5GRKABKTKCARBQ,56OM33WFFV37MOIWC7NSEOII5CLUWJOXM3VW57RN76GJ57VISYFQ,
23,0,294,3000000,0,1250,0,0,0,1,1,7NBKQGZQO5ONUF7MRG6HWHYCCHUJHAM2HA72275J34H3TDQ5GCRQ,BC6W2M7TOBC43KVFRKGR3GLSTFA3XDVLLP37BHGNZQZPIV3QTILQ,
24,0,367,3000000,0,1250,0,0,0,1,1,3N3YMC5Y5Q47XGDUDLMZUJIE5JEWJ2EJCMHTOGOVOJPLJ2SR6PTQ,OH3634N6WF27PGPFFEOWORKDEY4THEPPPBBCY3PB3JKNUASYNLJQ,
25,0,427,3000000,0,1250,0,0,0,1,1,ZRRS6734VP3G5LNJEIYRVRI23IQSGHRUQOZOMYQUENIGRQ32Q5XA,GY5PSTLXHZAADRTQGKVJRT46DDB4CK3U3NMP2BHFHRBB5D6QY66A,
26,0,507,3000000,0,1250,0,0,0,1,1,EVDLTCOCNKRI2ZKRPWXK6UGW2OOCWGC5MLPV4D42KD5L66567LGQ,WFNEDQD4AUVD7GQ2O2ECUIOENPB4KDOBCBNROZ2JU2IVSVUBLFOQ,
27,0,513,3000000,0,1250,0,0,0,1,1,AJB6UG5IO7ZCSHZKRX7KXXFS4TMS3GIAKDJ5YOULZIMYW3BWAY2Q,OUXSFJFGRUZGZG45NN3IUZFSVICXBUAYRD2PTA4ZXBA3OW5SQIYA,
28,0,542,3000000,0,1250,0,0,0,1,1,HQIAWKIUX53CNUQ7EBHUDIB6LDTNQYFQNJB3RGYELAMJR3USRBDQ,GBIBTV33BAZM6D43IQKNE24IKVCUHY42H2KFKMHAAM7227HPBWKA,
29,0,551,3000000,0,1250,0,0,0,1,1,KNO62IHDLME3KURVJKZXQLWSGU2KTLZHFB2US3ZKBZ7RIOPO7WMA,BFLTQ3PYYGFSNTB53L6CJNRGXZSCLRXTJKP4NG4P7BE4STV2YAXQ,
30,0,481,3000000,0,1250,0,0,0,1,1,T75FCL4NNJOVZZ5VINXUEFUZH3P2DCBHXEMNCHQPJJHHIYS4M5NA,RBM3JYOPAGMDXSGDPKW34HA3W4LUYCS36JZFDAOJ6QXK5W3ECR7A,
31,0,450,3000000,0,1250,0,0,0,1,1,WHLXJRH6CPZ5OVFVV7UJJHAHEGIGTJRJ2Z7G7WIGZQE25JBLFXDA,E2R6MPFMY3CETM4I47PCUXTLBDB2QDWMJOOKBTQITA5APDTYMMAQ,
32,0,375,3000000,0,1250,0,0,0,1,1,SKU75TWWEZIIR6QVRNVBN5XE5OJB6T4AOZMHFWJRM75DY55WEBAA,QLMJONYCJSRHINRKKDZ7WU77XA3SOJJGMBNLKHQXX5FZKLDMMW5A,
33,0,336,3000000,0,1250,0,0,0,1,1,7DQMKMRV6GK7E2VN4K7UN5BNPFIKNSXIKD6RGUXIZ2GGQG523R6A,KU226BNSTS65RLHMHLIATTXX34KTJD47N7B575GL23XZIWGTQ6AQ,
34,0,258,3000000,0,1250,0,0,0,1,1,YBWKK4B5NKUBCTYZFTLY2HS5A6JOGB3TAWYGRU4D7NYNWB6Y5N2Q,B27MWAR74JCMX5EAIU23R36CED4N47UH3RO55BQZSCI6EHFVLHRQ,
35,0,211,3000000,0,1250,0,0,0,1,1,V7NHSHPGZLTEDELUTS3GF5VQ2N425Q3WZ27DJREEPG4BJV4Z2Y5Q,WPOAWDSH4RXZXIAUZZR5TL37TUTP7QUSU5UAHQMMBPQXQLNUYBFQ,
36,0,183,3000000,0,1250,0,0,0,1,1,4PSCZ3ZSIQQFYUFCFC2LXAP3PP55ULJDRIQM3IAZJZQHRF57CLZA,PXEA535DSXUEAKRSP7F4OLM6M3YNSQHLI44CUN3UBO4RTBTKNWFA,
37,0,166,3000000,0,1250,0,0,0,1,1,2RLP7PRPNKPAH746C54P6Z3MNANYDVDLCH6YJ5EAY6HB6B3HZY4A,EFZ6FIVZXK36CYVXFRYXBC6VF3AOYW35G3H7GDJFUXB3KK2L26QA,
38,172,165,2912499,165,1250,165,165,165,1,0,M4VRV2PGKPNHO4EXLDW7C55AYW4ILKFENNQ4C6SREK3ZM5FGW7DA,,"TransactionPool.Remember: transaction K734I2LAQFMRIWN7N5LQB6S5HJXHC4FGGXTDKGR6XCHRPSY2RGVA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
39,353,145,1733142,145,1250,145,145,145,1,0,JNA2KEV3STOX44LRJ6V4M65XUGJUO7NWWV5UW66N2H7J56UXACZA,,"TransactionPool.Remember: transaction KN2EYS7ISSOJRJPV3UCPWUZZWBGEFWAKJYJISDFT2GDWMWTSYJJQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
40,653,142,1317532,142,1250,142,142,142,1,0,FOQNASIR57JWQWEZFD63G4QEMLABTDM3V64VFAQGTUZ4INZCWN7A,,"TransactionPool.Remember: transaction JF4DDBMTJMXYNBGQGH44EEMDDAVCMMNDQWVPMWJUL7ZAL2MZYPEQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
41,890,127,1156796,127,1250,127,127,127,1,0,WYT33UBJHNC2SWOFKSNNJFFK3EEL6SEN45YWERE2IZ6ZSA55JEFA,,"TransactionPool.Remember: transaction 3UDDPO4VEOMZPDRET2H56ORYZFOYTL4ORND62AF7QWZ2CJCFXTFA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
42,1240,144,1099677,144,1250,144,144,144,1,0,O2KIME6N4CAEKMGIVYQXY2EOEXXDFRCHM524C5TJ6JDIS4WHTOEA,,"TransactionPool.Remember: transaction ZPDHVMVM3VIUO4BVV4VQCWDTFH6YLJTBSPQPML4Z3ZLKPWKLS5WQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
43,1414,140,1062869,140,1250,140,140,140,1,0,GVORIQIP6BZOZO2UKZK5MKEAFD3IBHMAGQRDBJ5BYABA2JHBJQSA,,"TransactionPool.Remember: transaction NX5CH5TEHMIEBW4E7OIOLMR33N6YMMGP6FPTYLFCYLHXVEYLPPLA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
