total_load_kwh,total_pv_kwh,total_p2p_kwh,total_grid_kwh,self_consumption_ratio,curtailed_kwh,utility_export_kwh,utility_export_revenue_zar,mcp_mean,mcp_weighted,feeder_cap_kw,peak_util,exec_rate,finalize_rate,gini_p2p_benefits,gini_utility_costs,gini_net_outcomes
522.2950640501838,550.3921232478943,15.55,190.49708497076765,0.02977244295478524,0.0,12.74,10.829,1.4513679375,1.4065522186495178,2.0,1.0,1.0,0.6666666666666666,0.5748880776134335,0.6065719725084093,0.32396020033222883
