addr,p2p_benefit_zar,utility_cost_zar_est,net_outcome_zar_est,demand_kwh_est,p2p_recv_kwh,grid_import_kwh_est
YJ63FV6L3KCBKROTXFFSAS7JMKU4KSV425OKDNKEUM6NGTO67N2JADFWUE,13.06349507,0.0,13.06349507,0.0,0.0,0.0
BOJQS7QV4H25LHXC7OO6F3ZWCQLF7KJCMLQDQV6PEO66YLUOWY4GDFAN3I,1.22973434,4.87759162303665,-3.6478572830366494,2.36586387434555,0.74,1.6258638743455498
GHJUTLG2UR6OFTJLZABZQ3P3JWHP6CZGQ5MGJSTG3BZU2MLN3VCMPOHOYY,3.77077281,0.0,3.77077281,0.0,0.0,0.0
MJMZZ5PWLPTLGHOFNNDPDW7Y4H6DYKM6CLTDSYFITRENOOHEHNCDJGMZTI,2.88415573,0.0,2.88415573,0.0,0.0,0.0
IHBASPBZHPT3UDOK62WG5G2UWTOHRKMP5S43DTFOLKXPZKWADONVZCJZH4,1.89210589,8.883437018786571,-6.991331128786571,4.181145672928857,1.22,2.961145672928857
TEQ7VD5224ZN3EF4CB3O3LQKQX5LIUA34UCEJQSEFPVSCNFHDTT5AMIS3U,0.4204883,0.0,0.4204883,0.0,0.0,0.0
CS43HEW2EWF4GEAQHK4BFBC5FNJAKASRLSTF7WVGTNOACXSG5ZLAI3YW24,0.43252018999999997,0.0,0.43252018999999997,0.0,0.0,0.0
DOAO2K7EKVOVKQ3YOEK42AZOHEDMZOXZDHODLY6ZC7UCXA45A2P4BLEH7M,0.0,0.0,0.0,0.0,0.0,0.0
EYHBUXR5WOSB2FDT2UABTV3AUWWEZ2UCLNXSFEBUZDFP7OBQLK246ZHYF4,0.0,0.0,0.0,0.0,0.0,0.0
H6LO6BTMDTHMPXPXVQBAUGSNZOYYUAFUXRILCERLQKPLLYEYYOF75NX6MY,1.25452757,5.067015706806282,-3.8124881368062824,2.4290052356020944,0.74,1.6890052356020941
LDDCOBDKFFB6ZJC4B7X63E3LKMNQDZQPH23WE4RVWNKQHYINJPK76PHGNY,2.03200399,12.116059439482601,-10.084055449482602,5.338686479827534,1.3,4.0386864798275335
G2TIMD2NRXOC4QTNUCFMN67IS2O3LVBDRMCG5QCT2YU6Y65PFAIAV4TK6U,0.5403243999999999,0.0,0.5403243999999999,0.0,0.0,0.0
3JKEVUMZL6R6Z2T5HKGTZTWXKRAHUZSRS7BR3NR37LNWDMOAQ6D7PTV6CI,2.1472404800000002,9.436794733600246,-7.289554253600246,4.495598244533416,1.35,3.1455982445334154
NWP3WWLTQZ3YTBZWUFO2EGB4Y5BRI5E5IRD4ITJMFNBXQSGQDGJ2OKGHIQ,0.06,0.0,0.06,0.0,0.0,0.0
ORGRTTOHWS6FIGVTDIQIYWA6JD7FCLZHXWRGFNDL5HQ5DZVUKUFUC2GVW4,2.07818058,12.47417231290422,-10.39599173290422,5.51805743763474,1.36,4.1580574376347395
GQJ3IAAXUPNJ6ROBA2JQ72F3S2AGYCMURC5JZEI5CNXFISTOLPEJHGN3B4,0.474323,0.0,0.474323,0.0,0.0,0.0
XCH3Q7QFM72YZIAXMY5OT4265Q4LONZ756UZCUHL5S4ZIX7NILDHWC7ZHU,0.054322999999999996,0.0,0.054322999999999996,0.0,0.0,0.0
GWEQXNXLSQCB6AWLXCU54BNSCTWK3UK574CLEWBFQUT65HCLO5DMT6YEGQ,1.8974222,8.874331690791498,-6.976909490791498,4.1381105635971664,1.18,2.9581105635971663
YBKDXSGKLFNDU2RYZY73L4NAMTUPQBVFGZVBJKAXAI7JVUSSNWKISKMXFI,0.17148449999999998,0.0,0.17148449999999998,0.0,0.0,0.0
OSM4FVXIZ7QCJOUN53IO5JLFINVISJGVXP2SK674HMG6MVFSWWOBRJXJWQ,0.0,0.0,0.0,0.0,0.0,0.0
ZOHS42RCMLIYQTJ4QVTD5VAFWDRZAHRET2ZAAEXMN6EPXMKDBBJEOUICKE,1.84219338,12.273437018786575,-10.431243638786576,5.311145672928858,1.22,4.0911456729288584
ZUWWQX74E43WTEEQMGQECIMOKQAJSSQYK2GCGKKCPIBBC2R3UHDVPQFOIU,1.23076873,5.438167539267017,-4.2073988092670165,2.5427225130890054,0.73,1.8127225130890054
