interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
35,0,211,3000000,0,125,0,0,0,1,1,BXMPKGMV3HHYVSJJH4IUMR4D4MRO5KXBJPC4AUUYXB5WA46E4S6Q,ONZZN72ZI6RARCAI4ICCIUDNZM3RN3IWP4YZ27RPSLDXPWKCBSKQ,
36,0,183,3000000,0,125,0,0,0,1,1,O7DNNO47RYG5TAQ3WWLLZ5SSQUY5FBCIX6BI5A2465UMZUGMF7KA,IMCTJNYHBTEX2ISQLWVDXVLHGM7L4QTG36JRZZVRZVNAHJODAUNQ,
37,0,166,3000000,0,125,0,0,0,1,1,UEH5HLYB2MERN2J3HPG57T42EHFRHGQ4DJCMLWY4ZHAZ7CUM4D4A,BO555EUFZYITVFBF7ENCTDHEYS2SNZURB427BVJT5V62KIC6ERSA,
38,172,165,2912499,125,125,165,165,125,1,0,LWTDG42QOP5PRBHQCV3R75VFTGTDIAWUKX34FVFOYTVGSYX4K64Q,,"TransactionPool.Remember: transaction RFMTZCCOUQKKC3235ICGYY33RA7SA5LUTCNDUBHV2EZBL75KA4SQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
39,353,145,1733142,125,125,145,145,125,1,0,NMQPYKQXS4CVC6SPR7SP6HAP5ORUNGHTOUJWUXM4TPBRDLGHNR3Q,,"TransactionPool.Remember: transaction 2IVPQW2BPR7E2APLVULKFWJK7EDLJKNIBCWFQS2QQI7YDJCDVBLA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
40,653,142,1317532,125,125,142,142,125,1,0,DKYRWYJHCVRUHYX3BR3Z4NKJBKSV6FZ2ERCK2SJFLOYBBD45RDOA,,"TransactionPool.Remember: transaction HJFGGN7N4AGKZLCYNCVPXT6XYSI5FP6NGPM752Z2VIQI6W43VKSA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
41,890,127,1156796,125,125,127,127,125,1,0,2HSVQWZFM2S63G7AGASIACGQIDXLI3FXJGARB5MFKBUKNWEK6PKQ,,"TransactionPool.Remember: transaction QVB5IA7L3SDTN3VK2BMQV7ABX25GPBPV55ZRZG5J2WMBUZBYPFHQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
42,1240,144,1099677,125,125,144,144,125,1,0,4YTTFVE7KH6FOOTWQKUNVVKP2IRSFBOTJB4CDYTMAVGJJXMFKXPA,,"TransactionPool.Remember: transaction MJVU6JYCIWTPUE2N6DYMXZWBZL42RWPTI4ENEX45KO5UD3QTQWWA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
43,1414,140,1062869,125,125,140,140,125,1,0,NA6KXK7TEOXB5DGOQUTTOPUKVQBRHFB6DAO4ISIRPEGDDFJ7EW2A,,"TransactionPool.Remember: transaction NURAJGQECU43OI4Z7WZTZ7LAZXPDFUXWRPPZMDYDISK4VLBXEZPA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
44,1565,162,1072555,125,125,162,162,125,1,0,65GWVGAY2OURLPKHL3AYW2UGYIT3AMHBEY4VK3E7CRKQVC4XYI6A,,"TransactionPool.Remember: transaction WNY2KNETX3AVVXC75SIXM3KAUR6MISGRE3QLXABZA7CJ5FJ75JNQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
