interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
35,0,211,3000000,0,500,0,0,0,1,1,7PEC3WD3XFZQ5SQKTFNS4LNIXFSUFL7244OR2EW6KBPDFSLQQMHA,52TBSBSVOXL6TG6I4AMGJ7O6U2KGWEJAUXGQBGEFVYACV7YG3VMA,
36,0,183,3000000,0,500,0,0,0,1,1,46BASUECDM3DHT5J7GT6VPF5YPJ6SPTMR325WA4I4FJP2RKDLSTQ,K7PZJOB7ORDVUAYWQFU7XD5V7CU5HMI3D27DXXAMCQJZEDAT5UDQ,
37,0,166,3000000,0,500,0,0,0,1,1,C3N3STWHC4B6QQZVQCGVNSPMOW33ISKIXWSYCPP4AK6KXRH4HUNA,GN5AD2FC4XH25MPBRWGEPMQ4FTE3JMZUH7PVH4XWZUUO7RP75EDA,
38,172,165,2912499,165,500,165,165,165,1,0,H5TNMADGMLRXNGVTJLQC23QUNGBDMZIQT6AQ2WW3ZWQL2AKUYV3Q,,"TransactionPool.Remember: transaction Y3ETFXKDR4VZOGM2KXPI72LJQ7QDMI3KRMOBQHL5QJJVXRM7BLLA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
39,353,145,1733142,145,500,145,145,145,1,0,H5TYHKNEDTPP44NRRTUKNQQMML2GQNSYINPSW4X5NWU7W4SFMJLA,,"TransactionPool.Remember: transaction GF3H6O7BMICZJHLR7XUDOI4KKA67SYFBIJMZ2USCA65AZTIJEADQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
40,653,142,1317532,142,500,142,142,142,1,0,VDCMNPC2UTJFVEGAIQDL4UM6WDZCVPXOP2WLOHGE6YFUMQJANXPA,,"TransactionPool.Remember: transaction KSZTCUMAAIS7RC3LMAIVX4K2GFJIL5WOUNJL47OPOVSS2BK7RWUA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
41,890,127,1156796,127,500,127,127,127,1,0,JROOPQY3E5M3V5P6BBPXRTWCPHNNPHH7C2T5JFQVAODOGEZBFUKQ,,"TransactionPool.Remember: transaction H3ZUQR65JMWYXUPZQW4PD6VL3F6YI5MHQ4TTXHVABXDBCCHENIFA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
42,1240,144,1099677,144,500,144,144,144,1,0,5DTC54ZCIRA7DEP44ELXLG5ZZZTDRK3CC2KYCSOXEXPASWAOFNHQ,,"TransactionPool.Remember: transaction RJKU6HSAO7IPIJPUU6LTJTQ2IVT64U2JJAUHQC3KY23J6JHVDJQQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
43,1414,140,1062869,140,500,140,140,140,1,0,CAHEMOXEKZWB6ILF4MG5CYBDYMRNJAPM4OLAEWJHHBVFR63STY4Q,,"TransactionPool.Remember: transaction HFLCEBOGNGCEAWOK2NGXVNC2CLNIV66XZBQTGRTH3PA4FVJZ2WLQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
44,1565,162,1072555,162,500,162,162,162,1,0,CQLJYN422C72UB5SXD45DCZF7JIE4D5BCB6OCV7JXJUL26JNSXHA,,"TransactionPool.Remember: transaction F3GLWG26STH5YDEKJ2GGI3JIT3ZLMSN7PEQCPYTL7FIU4JDVMHOA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
45,1573,152,1057754,152,500,152,152,152,1,0,SPFXCGS4PJC7M6H2EGZC7W6GNWUCKUBVIGI3GH7KIZWQUK4Q6AHQ,,"TransactionPool.Remember: transaction VNSNPIOF42AGI2WLB6BDTJXF3QFHRHGFNUUNYHALABFHP7I5FJBA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
46,1611,126,1018155,126,500,126,126,126,1,0,KZ5IR7BIY2O2FDI4MEELQVVXMF6ZW3YJBX75ENMV2VE725QTMCFQ,,"TransactionPool.Remember: transaction NMK7K5D3NNBIJTUHP57NKSNX45FSYU3ZISRZ7RCL6SKWGK5TRZ2A: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
47,1620,132,1025184,132,500,132,132,132,1,0,CTESBICBKERTFBXNL4UU35H7SDFXE2JAN53USXMQRYJVRTB6HALA,,"TransactionPool.Remember: transaction JJYOEE6GMCB5WL3QFXCGFCAPDKJAJL4SH4APOTJUW3SGFPRD4ASQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
48,1622,145,1042199,145,500,145,145,145,1,0,DUSR3JI4Q55AN2JESEWWDMXO5FQSQ3N7BA7BEXB7IMRADDPECVRA,,"TransactionPool.Remember: transaction JYQVWLPD3SK4BAVXVY2SOZJFAKKKSGDHMI47XWQAUXPXOA3VRCUQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
49,1630,149,1046533,149,500,149,149,149,1,0,6NCOPZ5CAOFFLT7SPT3VSWISK5W36AI3YRLKLEYIPW7RCEL2XZKQ,,"TransactionPool.Remember: transaction WEMHS6THARR346YTV7S67TXPVQAWGB4G5VWATZ2VFTPWTKCLQD2Q: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
50,1621,153,1052929,153,500,153,153,153,1,0,NTYAKA26KSJ55ZF2KTCBUNQ6JIP543WSNRV4AL2OIW7AFDX6ORRA,,"TransactionPool.Remember: transaction GQZJXBZPJW5YI275ZU62G3BKHS6WA4SM733TIHG5KJLD3RELE5NA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
51,1591,138,1036484,138,500,138,138,138,1,0,QCG3XFZFX3Q7JBPW2SK2FESO2C56OD7KLGDP4QSVRAOKVCOPM3MQ,,"TransactionPool.Remember: transaction 5KW7L4ZZJZQDGDO6UTL2OWYD72NTPYYCR6GF5OAPNCN6WKNOXCUA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
52,1576,130,1027347,130,500,130,130,130,1,0,4VCDHTGCWUG5Z6PMPD5BP5TYCQ6PY5X22QIUXJWGZDQBYX4SFPSQ,,"TransactionPool.Remember: transaction DLQTJP57AJZC4XMBCROJMZINGYVQFBZ7NWXHBBIURE67AUA2IXUA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
53,1536,146,1054361,146,500,146,146,146,1,0,FUT5OC6F6KHQISCSHSPMMRMJ5VFWKRM7XGFI6KQRXDNAMART2VOA,,"TransactionPool.Remember: transaction I52BBYZF65Q5PAQCR5HKT2UMUXKQJXOXPNFNCMARLB3YCU5QBEAQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
54,1470,143,1059147,143,500,143,143,143,1,0,WRG6GTHY74MQNZSQVRCVWNOSQQDBINJRETZKCIEGXI7GCOYE35LQ,,"TransactionPool.Remember: transaction 4D3LWWOFJ62HSRVHJ4UM4EYQ5BMH77BZSH2BPPRH3FD437BU4IIQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
55,1423,131,1047926,131,500,131,131,131,1,0,UO2EL3K2TCZIAKOIYPVH46AN7T6PFF4ZHCNCTKLCWMLMSMXUIZJQ,,"TransactionPool.Remember: transaction SKWKUAL7Q55ASFSOWPL7GJHJRLX5HWZEGJDAVUCMMW3FFL6VMU6Q: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
56,1376,133,1057810,133,500,133,133,133,1,0,ZONLQYQGGTTU64AOJOOBIW6DK22KAJKGRWF3VFLO7OH3I7Y77ONA,,"TransactionPool.Remember: transaction O6QA2D5ELNN5KD6KWUH6H6V47KB6LTTEBYTVR756K7LZGNJCB5CQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
57,1304,130,1064339,130,500,130,130,130,1,0,MVIASNPTTMRYEZSUQYPI25IG3T2BHJ2RZLMDNVYQ2DJY3LSKHEDQ,,"TransactionPool.Remember: transaction GYDLSPK37L34HSLCPK6BRKUUXJXPXDDATYT5RPKY2XAGMWITGCHQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
58,1260,140,1088888,140,500,140,140,140,1,0,C2HD7DB2M42GPFCJMN5RPQNEJMGMM62ABIVWTX5UFG62ZOBYZ53Q,,"TransactionPool.Remember: transaction QIMYTZZWFYW3OAUBEQIQCI5RPFVTHBPSCMWGZGQN64UK6ZC2EHGQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
59,1196,132,1087289,132,500,132,132,132,1,0,4WG3QJ5HJAKSXYLJ44BHHFOZ7B46QYDHWHCOMUZUO3TGJYFRKYQQ,,"TransactionPool.Remember: transaction OVRIPNBJXJA5K67KAGH4K5K2S73RXNELOG4SFWW3I32SXBT7DPXQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
60,1116,164,1165948,164,500,164,164,164,1,0,4ZQUCN4SFFZ35FYPWA7SL4I2C4TSRLPXT2ICHMFHXTCNFXBZ2MCA,,"TransactionPool.Remember: transaction PZTNNE77PTZREQWY473ILQHZBUGWP47F75FYUUP3CNJHYPVPWSVA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
