interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
69,5,485,3000000,5,1250,5,5,5,1,0,AWQJJA2YINFB7GUC7ADPCMYWIJBHLKSMJPED26NWCVE7NA74CQVA,,"TransactionPool.Remember: transaction GUVIBMUG4Q2PB2WFRJSQMKM3BPE7DH7NKVTDYLU6KVMO5TUKJCHA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
70,0,580,3000000,0,1250,0,0,0,1,1,RZATGKVLYRCZ4JCCKXBGBLSGER35XYBTEVVSPSV7OEMY6BWOWO4A,J2NW2QO2CO5ISBGQHU53IDT4EGEM2FW5R2LOSYVSOCMPVCN7UYSA,
71,0,644,3000000,0,1250,0,0,0,1,1,PHRNQLYOEIYEB374OITPYM77LN7GLCXWS6L4VAZ2KWUTBXWS7FOQ,OQQOJDQLCJELMRF3N4ZD35KHGHZZ3FI2WU22KAQCNHDVD6LYSWLA,
72,0,714,3000000,0,1250,0,0,0,1,1,OTQOAUB72DA4R5NGWVVYC36OAO3WYJXIRZHTOZIT2PRJWA4SBHKA,3IYDT64UFCXTOWLPTDUTF7HZTNQSRCFIZNHCFN75A5W7JY72YXAA,
73,0,762,3000000,0,1250,0,0,0,1,1,V6AS6S3ARANXLJVSNL4MX6P2JXIVHVSTJO2RKVS3F3LVDJBORNSQ,D3Z3QRJB5TCZCCYL7LSR337HTQNEJXNCX2WQDHTBVVWIDTWIJBQQ,
74,0,804,3000000,0,1250,0,0,0,1,1,BFSHRJVKJTPXL6I5A4OZY6W436ESYYDYYRH2OR77Q6SOBK4M4FHQ,RFNHI7AYQNJX4PIJ3NJ2OREPGAW5PJ5ZQRTXYVRFE5VBT2FMC7RQ,
75,0,845,3000000,0,1250,0,0,0,1,1,XG7WWJITXFSET2VZNCKYCX6MQYYMAVOHKBZP6LSAJ2TJBKJ4KPBQ,NCWTHYLSTWYE6EIPV4ZDSEOF3KKVJ6NN3SMNPP652QB7X2JD4ALQ,
76,0,866,3000000,0,1250,0,0,0,1,1,ZBQVTDNQ7PHSK5SAEUO2PG22F75AC4Y2NURHG7PVW4NJKE73UHXQ,Z2BWIMQ3OFHAM4SUX6BM5JCCO7OICNEMHFBBF2DK6YXSQLTDSDUQ,
77,0,852,3000000,0,1250,0,0,0,1,1,SR5Z7TIS3RWYUOL3VI6RU6DBM63Y36L24J4E7NHT2Y5LKQHRM6BQ,LW4MKOZT32EWS6JBWT3BQHTB2GTZQBZFNJODVTXLXTCLWZIYGZTA,
78,0,809,3000000,0,1250,0,0,0,1,1,5FDRTNORVIHJMEUUO26KNEGC5ZKR4S4CRFZJF6MKBRXTFM55KGPQ,KRT6JXAE26XKZAJWCECDKNJ7BI4YTWQIGXCJZO7UEP7ZBBZCWXGQ,
