total_load_kwh,total_pv_kwh,total_p2p_kwh,total_grid_kwh,self_consumption_ratio,curtailed_kwh,utility_export_kwh,utility_export_revenue_zar,mcp_mean,mcp_weighted,feeder_cap_kw,peak_util,exec_rate,finalize_rate,gini_p2p_benefits,gini_utility_costs,gini_net_outcomes
522.2950640501838,550.3921232478943,38.230000000000004,189.56708497076764,0.07319617325797041,0.0,12.74,10.829,1.4513679375,1.3796682579126343,5.0,1.0,1.0,0.6666666666666666,0.5299895984131138,0.6671013037373421,0.40976838927503656
